id,explanation_reporting,explanation_legal,explanation_stlt,explanation_norm,explanation_harm,explanation_kant,explanation_main,ethical_reporting,ethical_legal,ethical_stlt,ethical_norm,ethical_harm,ethical_kant,ethical_main,type,survey,current_policy_ethic,new_policy_ethic,current_policy_lying,new_policy_lying,current_policy_deceptive,new_policy_deceptive,current_policy_dishonest,new_policy_dishonest,current_policy_untruthful,new_policy_untruthful,recommend_new_policy,board_vote,age,race,race_other,gender,gender_other,study,gpa,risk_tolerance,political_affiliation,political_affiliation_other,cheating_answer,score_self_reported,score_true,score_20,score_20_truthful,male,business_econ,under_represented,cheating,misreporting,trust,model,temperature
29393,0.0,0.0,0.0,0.0,1.0,0.0,E,1.0,0.0,0.0,0.0,0.0,0.0,A,human,overreporting,1,5,3,2,3,2,3,2,3,2,No,Against,20,Asian,,Male,,finance,3.7,7,0.0,,Oumuamua Overview,,4,7.0,7.0,1.0,1.0,0.0,1.0,,0.0,,
29535,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,overreporting,4,4,4,4,4,4,4,4,5,4,No,In Favor,18,Asian,,Male,,management,,6,-1.0,,not sure,5,3,5.5,4.0,1.0,1.0,0.0,0.0,2.0,-1.5,,
29586,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,4,3,3,4,4,4,3,2,3,2,No,Follow Consensus,19,White,,Female,,economicsandstrategy&marketing,4.0,3,-1.0,,a rock,10,1,10.0,6.0,0.0,1.0,0.0,0.0,9.0,-4.0,,
29582,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,3,3,4,2,4,1,5,1,No,Against,19,White,,Female,,marketing,3.7,6,-1.0,,star,9,3,8.0,6.0,0.0,1.0,0.0,0.0,6.0,-2.0,,
29795,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,2,4,4,2,4,2,4,2,4,No,Follow Consensus,20,White,,Male,,finance,3.61,7,0.0,,sun,,3,7.0,8.0,1.0,1.0,0.0,0.0,,1.0,,
29592,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,3,2,4,4,4,1,4,1,No,Against,19,White,,Female,,marketing,3.52,3,-1.0,,a metallic object of some kind,2,2,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,,
29435,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,3,2,3,2,4,4,2,4,2,Yes,Against,19,White,,Male,,undecidedbusiness,,3,-1.0,,I don’t know,4,4,8.0,5.0,1.0,1.0,0.0,0.0,0.0,-3.0,,
29698,0.0,1.0,0.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,4,3,4,3,4,3,5,3,5,3,Yes,In Favor,21,White,,Female,,finance,3.7,8,1.0,,a meteor,2,2,9.0,8.0,0.0,1.0,0.0,0.0,0.0,-1.0,,
29401,0.0,1.0,0.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,5,2,4,2,4,2,4,2,Yes,Abstain,18,White,,Male,,entrepreneurship+somethingelse,,8,-1.0,,No clue,10,4,10.0,7.0,1.0,1.0,0.0,0.0,6.0,-3.0,,
29329,0.0,0.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,4,4,4,2,4,2,4,2,4,2,Yes,In Favor,19,White,,Male,,finance,3.6,7,0.0,,radiofrequencies like light,2,2,6.0,4.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29737,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,4,3,4,3,5,2,5,2,Yes,In Favor,20,"White,Asian",,Male,,finance/math/economics,3.89,7,1.0,,Meteor,,3,6.0,3.0,1.0,1.0,0.0,0.0,,-3.0,,
29346,1.0,0.0,0.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,3,2,3,2,4,2,4,2,No,Against,19,Asian,,Male,,businessadministration,3.7,8,1.0,,A comet?,1,1,8.0,6.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29792,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,1,5,5,1,5,1,5,1,5,1,Yes,In Favor,20,"White,Asian",,Female,,finance,3.8,6,-1.0,,sun,,2,4.0,5.0,0.0,1.0,0.0,0.0,,1.0,,
29542,1.0,0.0,0.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,2,2,3,3,4,3,2,2,No,Against,17,Asian,,Female,,finance,,6,1.0,,Oumuamua,,6,8.0,8.0,0.0,1.0,0.0,1.0,,0.0,,
29650,0.0,0.0,0.0,1.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,2,4,4,3,3,3,4,4,4,No,Against,21,"White,Spanish, Hispanic, or Latino",,Female,,accounting,3.4,9,0.0,,the sun,,3,3.0,3.0,0.0,1.0,1.0,0.0,,0.0,,
29396,0.0,0.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,5,2,4,4,2,2,2,2,Yes,Follow Consensus,19,White,,Male,,finance,4.0,7,1.0,,The sun,4,4,8.0,6.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29451,1.0,0.0,0.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,5,3,3,4,2,3,4,4,3,2,No,In Favor,18,"White,Spanish, Hispanic, or Latino",,Male,,financeandhealthcaremanagement,3.8,7,0.0,,An asteroid.,3,3,8.0,6.0,1.0,1.0,1.0,0.0,0.0,-2.0,,
29581,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,4,4,2,4,2,4,2,4,2,Yes,In Favor,20,White,,Male,,economics,3.7,9,1.0,,Aliens,10,2,9.0,9.0,1.0,1.0,0.0,0.0,8.0,0.0,,
29796,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,E,human,underreporting,4,2,2,4,2,4,2,4,2,4,No,Against,20,White,,Female,,financeandmarketing,4.0,7,1.0,,astroid,4,4,8.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,,
29192,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,0.0,E,human,underreporting,3,4,4,2,4,2,4,2,4,2,Yes,In Favor,20,Asian,,Female,,finance,3.73,8,1.0,,rock,,1,5.0,10.0,0.0,1.0,0.0,0.0,,5.0,,
29391,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,2,3,4,3,4,2,4,2,Yes,Follow Consensus,19,"Spanish, Hispanic, or Latino",,Female,,"financialengineering,econ&strat",3.97,6,-1.0,,no idea,3,3,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,,
29320,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,4,2,4,2,3,4,4,2,4,2,No,Against,18,White,,Female,,organizationandstrategicmanagement,,3,-1.0,,Oumuamua,,6,8.0,6.0,0.0,1.0,0.0,1.0,,-2.0,,
29373,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,human,underreporting,1,4,4,4,4,4,4,4,4,4,No,In Favor,18,White,,Male,,finance,4.0,9,1.0,,rocket,10,4,10.0,7.0,1.0,1.0,0.0,0.0,6.0,-3.0,,
29794,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,3,1,4,2,4,2,4,2,Yes,Follow Consensus,20,White,,Female,,finance,3.8,5,1.0,,i have no idea,1,1,8.0,3.0,0.0,1.0,0.0,0.0,0.0,-5.0,,
29362,0.0,0.0,1.0,0.0,1.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,3,3,3,4,4,4,4,4,4,No,Against,18,Asian,,Male,,business,3.9,6,0.0,,Oumuamua,6,5,8.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,,
29418,0.0,1.0,0.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,4,2,4,3,4,2,4,2,Yes,In Favor,18,White,,Male,,entrepreneurship,4.0,7,0.0,,no idea,1,1,7.0,5.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29324,1.0,0.0,0.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,,human,underreporting,4,2,2,1,3,4,2,1,3,2,No,Against,19,White,,Female,,businessandcomputerscience,4.0,8,-1.0,,Some comet?,4,4,9.0,7.0,0.0,1.0,0.0,0.0,0.0,-2.0,,
29386,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,4,2,4,2,4,2,4,2,Yes,Follow Consensus,19,White,,Female,,undecide,,7,-1.0,,idk,2,2,8.0,7.5,0.0,0.0,0.0,0.0,0.0,-0.5,,
28959,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,0.0,,human,underreporting,4,3,3,4,4,3,4,4,4,3,Yes,Against,20,Asian,,Female,,business,3.72,7,1.0,,Moon,3,3,8.0,5.0,0.0,1.0,0.0,0.0,0.0,-3.0,,
29595,0.0,0.0,0.0,0.0,1.0,1.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,2,4,2,2,3,4,2,4,2,Yes,In Favor,20,Asian,,Female,,accounting,3.97,3,-1.0,,a random space rock,6,4,9.0,8.0,0.0,1.0,0.0,0.0,2.0,-1.0,,
29427,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,3,4,2,4,2,4,2,4,2,Yes,In Favor,18,Asian,,Female,,finance,4.0,7,-1.0,,Star,,2,9.0,8.0,0.0,1.0,0.0,0.0,,-1.0,,
29520,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,4,2,4,2,4,1,4,1,Yes,In Favor,18,White,,Male,,businessandcomputerscience(bucs),,9,-1.0,,"Probably like an asteroid, I have literally no idea ",2,2,4.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,,
29665,0.0,1.0,0.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,3,3,3,3,3,3,3,3,3,Yes,In Favor,20,Asian,,Female,,psychology,4.0,9,-1.0,,no idea,5,4,8.0,6.0,0.0,0.0,0.0,0.0,1.0,-2.0,,
29705,1.0,0.0,0.0,0.0,1.0,0.0,A,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,2,3,3,3,4,3,4,3,4,No,Follow Consensus,21,Asian,,Female,,economicsandstrategy,4.0,8,0.0,,Oumuamua,,6,8.0,8.0,0.0,1.0,0.0,1.0,,0.0,,
29425,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,2,1,5,1,4,1,4,1,Yes,In Favor,18,White,,Male,,finance,,3,-1.0,,A comet,5,3,6.0,5.0,1.0,1.0,0.0,0.0,2.0,-1.0,,
29463,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,3,3,4,4,4,3,3,4,4,No opinion,Against,18,Asian,,Male,,bsba,4.0,7,0.0,,meteor,10,2,10.0,7.0,1.0,1.0,0.0,0.0,8.0,-3.0,,
29352,0.0,0.0,1.0,0.0,1.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,,human,underreporting,3,4,4,2,4,2,4,2,4,2,No,Against,18,Asian,,Female,,business+computerscience,,6,-1.0,,Asteroid ,2,2,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,
29003,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,2,4,4,4,4,4,4,4,4,Yes,Abstain,20,"White,Spanish, Hispanic, or Latino",,Male,,finance,3.88,10,1.0,,rock,5,5,8.0,7.0,1.0,1.0,1.0,0.0,0.0,-1.0,,
29741,0.0,0.0,0.0,1.0,0.0,0.0,D,0.0,0.0,0.0,0.0,1.0,0.0,E,human,underreporting,4,2,2,2,2,2,2,2,2,2,No opinion,Abstain,20,"White,Spanish, Hispanic, or Latino",,Male,,politicalscience+osm,3.7,9,-1.0,,I'm not sure.,2,2,6.0,4.0,1.0,1.0,1.0,0.0,0.0,-2.0,,
29006,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,2,3,4,3,2,3,4,3,No opinion,Follow Consensus,20,White,,Female,,osm,3.8,3,0.0,,,,2,6.0,7.0,0.0,1.0,0.0,0.0,,1.0,,
29830,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,5,3,3,4,2,3,2,4,3,Yes,In Favor,20,Asian,,Male,,economicsandstrategy,3.47,8,1.0,,I have no clue. ,2,2,5.0,4.0,1.0,1.0,0.0,0.0,0.0,-1.0,,
29583,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,3,4,2,4,2,4,2,4,2,Yes,Follow Consensus,23,White,,Male,,finance,3.8,6,-1.0,,,5,5,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,
29336,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,5,2,3,4,3,4,2,3,3,3,No,Against,18,White,,Female,,marketing,,7,1.0,,The Sun,2,1,7.0,6.0,0.0,1.0,0.0,0.0,1.0,-1.0,,
29345,0.0,0.0,0.0,0.0,1.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,2,3,3,3,3,3,3,3,3,No,Against,18,Asian,,Female,,businessandcomputerscience,,6,-1.0,,IDK,,4,90.0,7.0,0.0,1.0,0.0,0.0,,-83.0,,
29513,0.0,0.0,0.0,1.0,1.0,0.0,D,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,2,1,3,1,3,1,4,1,No,Follow Consensus,18,"White,Asian",,Male,,business&computerscience(bucs),,5,-1.0,,Your answer,5,5,7.0,5.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29711,0.0,0.0,0.0,0.0,1.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,2,3,3,4,3,3,4,4,4,No,In Favor,19,"Spanish, Hispanic, or Latino",,Female,,marketing,3.3,8,-1.0,,asteroide,2,2,9.0,8.0,0.0,1.0,1.0,0.0,0.0,-1.0,,
29756,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,5,4,2,4,2,4,2,4,2,Yes,In Favor,22,Asian,,Male,,economicstrategy,3.7,3,-1.0,,Asteroid,4,4,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,,
29739,1.0,0.0,0.0,0.0,1.0,0.0,A,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,3,2,4,4,4,4,4,4,4,4,No,Against,20,Black or African American,,Female,,economics,4.0,6,-1.0,,matter,,3,7.0,4.0,0.0,1.0,1.0,0.0,,-3.0,,
29693,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,2,3,4,3,4,3,4,3,4,No,Follow Consensus,19,White,,Female,,marketing,3.82,3,-1.0,,Comet,1,1,4.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,,
28654,,,,,,,,,,,,,,,human,underreporting,3,3,3,3,3,4,3,3,3,3,No opinion,Follow Consensus,20,Black or African American,,Female,,business,3.33,7,-1.0,,no clue,3,3,6.0,5.0,0.0,1.0,1.0,0.0,0.0,-1.0,,
29353,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,5,3,2,5,1,5,1,5,1,Yes,Follow Consensus,22,White,,Male,,finance,3.4,5,0.0,,asterioid,4,4,10.0,8.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29385,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,4,2,2,3,2,4,2,4,2,4,No,Against,18,White,,Male,,finance,,6,1.0,,Comet,3,3,7.0,5.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29656,0.0,1.0,0.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,3,2,2,2,2,2,2,2,2,Yes,In Favor,21,White,,Male,,economicsandfinance,3.78,8,-1.0,,Rock,3,3,7.0,4.0,1.0,1.0,0.0,0.0,0.0,-3.0,,
28680,0.0,0.0,0.0,1.0,0.0,0.0,D,0.0,0.0,0.0,1.0,0.0,0.0,D,human,underreporting,4,3,3,1,3,1,3,1,4,3,No,Against,20,White,,Female,,psychologyandfinance,4.0,2,-1.0,,the sun,4,4,7.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,,
29793,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,4,4,4,3,4,4,4,5,5,No,Against,19,White,,Female,,finance,3.9,7,1.0,,i have no clye,,2,10.0,2.0,0.0,1.0,0.0,0.0,,-8.0,,
28834,0.0,0.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,2,4,2,4,2,4,2,4,2,Yes,Follow Consensus,19,"White,Other",Middle Eastern,Male,,undecided,3.63,6,1.0,,Meteor,3,3,5.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,,
29652,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,3,2,3,2,2,2,2,2,2,Yes,In Favor,19,Asian,,Female,,undecided,3.9,6,-1.0,,i dont know,,2,5.0,6.0,0.0,0.0,0.0,0.0,,1.0,,
29313,0.0,0.0,0.0,1.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,4,1,4,1,3,1,4,1,No,Against,20,White,,Male,,mathandeconomics,3.68,6,0.0,,earth,4,4,6.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,,
28705,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,4,2,4,2,4,2,4,2,Yes,In Favor,20,Asian,,Male,,finance&economics,3.93,4,0.0,,Oumuamua,5,5,8.5,7.0,1.0,1.0,0.0,1.0,0.0,-1.5,,
29629,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,3,4,3,4,2,4,3,4,3,Yes,In Favor,20,Black or African American,,Female,,business,3.9,6,-1.0,,Satellite,2,2,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,,
29757,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,5,1,5,1,5,1,5,1,Yes,In Favor,21,Black or African American,,Female,,internationalaffairs,3.8,4,-1.0,,Astreoid ,,2,3.0,4.0,0.0,0.0,1.0,0.0,,1.0,,
29789,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,3,2,3,4,4,4,4,2,4,4,No,Against,20,White,,Female,,psychology,3.7,6,-1.0,,i dont know ,,0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,,
29630,1.0,0.0,0.0,1.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,3,4,2,3,2,3,2,4,2,No opinion,Abstain,20,"Spanish, Hispanic, or Latino",,Female,,economics&strategy,3.5,7,0.0,,Unsure,,1,4.0,3.0,0.0,1.0,1.0,0.0,,-1.0,,
29322,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,4,2,4,2,3,3,4,2,Yes,Follow Consensus,19,White,,Male,,finance,,8,0.0,,medior,,3,4.5,5.0,1.0,1.0,0.0,0.0,,0.5,,
29358,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,20,Black or African American,,Female,,organizationalandstrategicmanagement,3.36,6,0.0,,meteor,1,1,6.0,4.0,0.0,1.0,1.0,0.0,0.0,-2.0,,
29833,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,1,5,4,1,4,1,4,1,4,1,Yes,Follow Consensus,19,White,,Male,,politicalscience,3.86,5,-1.0,,Oumuamua,4,4,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,,
29415,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,3,5,3,5,4,5,3,4,3,Yes,In Favor,19,White,,Male,,business,,8,0.0,,comet ,5,5,7.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,,
29539,0.0,0.0,0.0,0.0,1.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,1,3,4,2,5,2,4,2,4,Yes,In Favor,18,"Spanish, Hispanic, or Latino",,Female,,businessadministration,,5,-1.0,,Not sure,,1,7.0,7.0,0.0,1.0,1.0,0.0,,0.0,,
29574,0.0,0.0,0.0,1.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,5,3,1,2,2,4,2,4,2,No opinion,Follow Consensus,20,White,,Female,,communicationdesign,3.6,6,-1.0,,comet,,1,7.0,8.0,0.0,0.0,0.0,0.0,,1.0,,
29631,0.0,0.0,0.0,0.0,1.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,2,4,4,4,4,4,4,4,4,Yes,Follow Consensus,21,"Spanish, Hispanic, or Latino",,Female,,economics,3.8,4,0.0,,asteroid,3,3,7.0,5.0,0.0,1.0,1.0,0.0,0.0,-2.0,,
29444,0.0,1.0,0.0,0.0,0.0,1.0,B,1.0,0.0,0.0,0.0,0.0,0.0,A,human,underreporting,2,4,4,2,4,2,5,1,5,1,Yes,In Favor,18,White,,Female,,accounting,4.0,4,-1.0,,An comet,3,3,6.0,4.0,0.0,1.0,0.0,0.0,0.0,-2.0,,
29523,1.0,0.0,0.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,2,2,4,2,4,2,4,2,No opinion,Against,18,Asian,,Female,,bucs,,8,0.0,,A rock,,3,7.0,8.0,0.0,1.0,0.0,0.0,,1.0,,
29660,0.0,0.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,2,2,4,4,4,2,4,2,Yes,Follow Consensus,22,White,,Female,,pnp,4.9,6,-1.0,,Space station,7,4,8.0,5.0,0.0,0.0,0.0,0.0,3.0,-3.0,,
29376,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,4,2,4,2,4,2,5,2,Yes,Follow Consensus,18,Asian,,Male,,accounting,3.9,7,1.0,,A comet. ,10,4,4.0,9.0,1.0,1.0,0.0,0.0,6.0,5.0,,
29547,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,2,4,4,2,4,3,3,5,1,Yes,In Favor,19,Asian,,Female,,business,3.9,8,1.0,,rock? I am not sure,,4,9.0,8.0,0.0,1.0,0.0,0.0,,-1.0,,
29328,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,3,4,2,4,2,4,2,4,2,Yes,In Favor,18,"White,Spanish, Hispanic, or Latino",,Female,,undecided,,2,-1.0,,The sun,,4,10.0,8.0,0.0,0.0,1.0,0.0,,-2.0,,
29518,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,human,underreporting,4,3,4,2,2,2,2,2,4,1,No opinion,In Favor,18,"White,Other",Middle Eastern,Male,,finance,3.85,6,-1.0,,asteroid,4,4,9.0,7.0,1.0,1.0,0.0,0.0,0.0,-2.0,,
29648,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,5,3,5,4,4,3,2,3,4,5,Yes,Against,20,"Spanish, Hispanic, or Latino",,Male,,fiannce,3.8,10,0.0,,Shooting star,1,1,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,,
29734,1.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,1.0,0.0,1.0,F,human,underreporting,4,2,4,5,4,5,4,5,4,5,No,Against,21,White,,Female,,finance,3.82,6,1.0,,Asteroid,4,5,7.0,7.0,0.0,1.0,0.0,0.0,-1.0,0.0,,
29723,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,4,4,2,3,3,4,2,4,2,Yes,In Favor,20,Black or African American,,Female,,businessadministration,3.51,8,0.0,,,,1,6.0,5.0,0.0,1.0,1.0,0.0,,-1.0,,
29205,0.0,0.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,2,5,4,1,4,1,4,1,4,1,Yes,In Favor,20,White,,Female,,organizationandstrategicmanagement,3.45,7,-1.0,,North star,2,2,8.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,,
29416,0.0,0.0,0.0,0.0,1.0,0.0,E,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,4,2,2,2,3,4,4,2,4,2,No,Abstain,17,Black or African American,,Female,,finance,,7,0.0,Conservative economic policies but liberal social aspect,Comet,,0,6.0,4.0,0.0,1.0,1.0,0.0,,-2.0,,
29716,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,human,underreporting,3,4,4,3,4,4,4,3,3,4,No,In Favor,19,Asian,,Female,,marketing,3.58,5,-1.0,,,3,3,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,,
29511,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,human,underreporting,3,4,2,1,4,1,4,1,4,1,Yes,In Favor,18,White,,Male,,businessandcomputerscience,3.9,8,-1.0,,I don't know,6,6,9.0,8.0,1.0,1.0,0.0,0.0,0.0,-1.0,,
89,0.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,5,3,2,1,3,4,4,1,3,4,No,In Favor,,,,,,,,,,,,,,,,,,,,,,llama3.2:3b,
