Q104,Q104_4_TEXT,Q107,Q107_4_TEXT,Q11_1,Q11_2,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13,Q14,Q15,Q16,Q17,Q120,Q120_4_TEXT,Q123,Q123_4_TEXT,Q11_1,Q11_2,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13,Q14,Q15,Q16,Q17,Q1,Q5,Q5_7_TEXT,Q37,Q37_4_TEXT,Q38,Q39,Q40_1,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q41_6,Q41_7,Q41_8,Q42,Q42_4_TEXT,Q70,Q72,Q66,Q62,Q74,Q64,Q71,Q73,Q83,Q84,Q80,Q78,Q79,SC0,id,attemptCount,attemptCount2,Test score
$4.50 ,,$4.75 ,,4,2,Disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Agree,Yes,"by staying with the current policy, investors are not being misled and it makes it easier for the investors to project future share earnings",i think it is better if the investor anticipates the bias rather than be blindsided by the unbiased projections,No questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,18,Asian,,Female,,Business,N/A,6,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be a common cold virus thrown into sulfuric acid,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,comet,11,,6,8,3,29555,0,0,3
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,1 (least ethical),5 (most ethical),Agree,Disagree strongly,Agree,Disagree strongly,Agree,Disagree strongly,Agree,Disagree strongly,Yes,"I would recommend reporting the true, unbiased earnings per share.","Characteristics include: accurate, consistent, truthful.",No questions,Follow the consensus,19,White,,Male,,Political Science ,3.86,5,Agree,Disagree,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Agree,Democrat,,100,the traveler would not necessarily end up in the same place in (1) or (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Oumuamua,11,4,9,9,4,29833,0,0,4
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,4,3,Agree strongly,Neither agree or disagree,Agree strongly,Agree,Agree strongly,Neither agree or disagree,Agree,Neither agree or disagree,Yes,yes for the sake of honesty and transparency and long term company brand reputation i would change it. ,reporting things as they are. ,No questions ,In Favor (adopt new policy),19,White,,Male,,business ,N/A,8,Agree,Disagree,Agree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Agree,Independent,,42,"the traveler would necessarily end up in the same place in (1), but not necessarily in (2)",White,90 minutes,Be a fish thrown in lava,"""Which door would the other guard say leads to freedom?""",the immovable briefly teleports out of the way to let the unstoppable force through,"one country presses the button and the others do not, that country wins the war",comet ,500,5,10-Aug,10-Jul,5,29415,0,0,5
$4.50 ,,$4.75 ,,2,4,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Neither agree or disagree,Disagree,Agree strongly,Disagree strongly,Yes,"At some point, the company should go to a transparents structure. it will never feel like a ""good time,"" so now is really the best time ","Transparent earnings report that explains each detail and changes or adjustments, being clear to the stockholders.",no questions,Follow the consensus,,,,,,,,,,,,,,,,,,,,18,White,,Male,,finance,unknown,6,Agree,Agree,Agree,Agree strongly,Agree,Agree,Agree,Neither agree or disagree,Republican,,42,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Is the other guard lying?""",the immovable object repels the unstoppable force,no country presses the button and the status-quo remains,milky way ,500,10,8,8,3,29317,0,0,3
$4.50 ,,$4.75 ,,3,4,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,No opinion,"I would recommend to change to the new policy at a later date. The policy should be changed when the actual value of reported earning increase. This is because if the policy is changed now, then it is possible that there will be fewer investors due to them not looking at the policy change. Therefore, if the policy changes when the real reported earnings increase, then they will be less inclined to discontinue investing. However, this policy change should not be held off for long because it can cause trouble in the long run. Another solution I would recommend is to make the policy change very clear and big news. The company could email previous investors and summarize the new policy so that it is easy for them to read and understand. ",It is ethical to report the actual/real reported earnings. It is ethical if everything on the policy is truthful and if there is no biased language or ambiguous wording.,No questions,Follow the consensus,,,,,,,,,,,,,,,,,,,,18,Asian,,Female,,Electrical Engineering,3.57,4,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree strongly,Disagree,Disagree,Neither agree or disagree,Democrat,,100,the traveler would not necessarily end up in the same place in (1) or (2),White,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the immovable briefly teleports out of the way to let the unstoppable force through,no country presses the button and the status-quo remains,shooting star,11,4,7,10,4,29325,0,0,4
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,4,1 (least ethical),Neither agree or disagree,Agree,Disagree,Agree strongly,Disagree,Agree,Disagree,Agree,Yes,I would recommend we tell investors about the changes in the policy so they are aware.,A view honest as ethical.,No,In Favor (adopt new policy),18,"Spanish, Hispanic, or Latino",,Female,,Business Administration ,N/A,5,Agree strongly,Neither agree or disagree,Disagree,Agree strongly,Disagree,Disagree strongly,Neither agree or disagree,Neither agree or disagree,Democrat,,10,the traveler would not necessarily end up in the same place in (1) or (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Will you let me through the correct door?""",the unstoppable force goes around the immovable object,two or more countries press the button and nuclear annihilation occurs,Not sure,1,,7,7,1,29539,0,0,1
$4.50 ,,$4.75 ,,2,2,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,The new policy is more accurate.,A reporting process should be as accurate as possible.,No questions,In Favor (adopt new policy),,,,,,,,,,,,,,,,,,,,20,White,,Female,,Marketing,3.9,6,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neither agree or disagree,Democrat,,0,the traveler would necessarily end up in the same place in (1) and (2),White,120 minutes,Be an alien on the surface of a star going supernova,"""Is the other guard lying?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Sun,11,3,3,8,3,29367,0,0,3
$4.50 ,,$4.75 ,,3,4,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,No,"It seems slightly confusing, so for consumers I don't think it would be a good idea.",I think transparency and clearness in a reporting policy are ethical.,No questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,20,"Spanish, Hispanic, or Latino",,Male,,Marketing,3.29,6,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Democrat,,42,the traveler would not necessarily end up in the same place in (1) or (2),White,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the immovable object repels the unstoppable force,no country presses the button and the status-quo remains,Comet,11,,6,8,5,29706,0,0,5
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,3,5 (most ethical),Neither agree or disagree,Disagree strongly,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No opinion,"If it is understood that most investors/board members account for the 50 cents, I don't see the harm in changing the policy. ","I think the most ethical policy would to be true to the price, but have open conversations and transparency of this policy",no,Follow the consensus,20,White,,Female,,Communication Design,3.6,6,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Does your door lead to freedom?""",the unstoppable force goes around the immovable object,no country presses the button and the status-quo remains,comet,11,,8,7,1,29574,0,0,1
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,2,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,It is dishonest and does not seem to favor investors,It would need to accurately report earning in a trustworthy manner so that investors could confidently know what they were investing in,no questions,Follow the consensus,21,"Spanish, Hispanic, or Latino",,Female,,Economics,3.8,4,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neither agree or disagree,Agree,Independent,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force goes around the immovable object,no country presses the button and the status-quo remains,asteroid,1,3,5,7,3,29631,0,0,3
$4.50 ,,$4.75 ,,3,4,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,No,"As the over reporting has been the business norm, and investors have adjusted to this norm, the change to the new policy would contain more bias for investors who are not aware of this change. ",I would view a reporting policy as ethical if investors are aware of what of the true numbers are. ,No questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,18,Asian,,Male,,Business and Computer Science,4,7,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,Disagree,Republican,,42,the traveler would necessarily end up in the same place in (1) and (2),White,60 minutes,Be a common cold virus thrown into sulfuric acid,"""Which door would the other guard say leads to freedom?""",the unstoppable force goes around the immovable object,no country presses the button and the status-quo remains,pluto,11,4,5,7,4,29510,0,0,4
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,4,Agree,Disagree,Agree,Disagree,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Yes,"While it would be a difficult adjustment, reporting truthfully and avoiding potentially costly legal issues in the future is important. ","An ethical policy would be one that reports the numbers accurately, however in this case, it might be better to adjust the numbers more slowly to eventually be accurate. ",How would these predictions change if we adjusted our reportings over time to eventually be accurate?,In Favor (adopt new policy),18,White,,Female,,Accounting,4,4,Neither agree or disagree,Agree,Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Democrat,,42,the traveler would not necessarily end up in the same place in (1) or (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Will you let me through the correct door?""",the immovable briefly teleports out of the way to let the unstoppable force through,no country presses the button and the status-quo remains,An comet,999,3,4,6,3,29444,0,0,3
$4.50 ,,$4.75 ,,3,3,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Agree,No opinion,"If everyone who benefits is happy, then I dont see why it should be changed",I would view the most honest policy as ethical. A key thing that would need to be considered is making sure that everyone is aware of the changes.,No questions,Follow the consensus,,,,,,,,,,,,,,,,,,,,18,White,,Male,,Finance,N/A,7,Agree,Disagree,Disagree strongly,Agree strongly,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Republican,,100,the traveler would not necessarily end up in the same place in (1) or (2),White,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force goes around the immovable object,no country presses the button and the status-quo remains,Moon,11,4,7,9,4,29540,0,0,4
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,No opinion,"If there is an unspecified benefit to the under reporting that can be considered to outweigh the moral aspect of it, then it may be better for the business to pursue it's self interest.",Ethical reporting would be declaring the correct value without bias.,No Questions,Against (retain current policy),18,Asian,,Female,,BUCS,N/A,8,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree strongly,Disagree,Independent,,42,the traveler would not necessarily end up in the same place in (1) or (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Is the other guard lying?""",the unstoppable force moves through the immovable object without interacting with it,two or more countries press the button and nuclear annihilation occurs,A rock,11,,8,7,3,29523,0,0,3
$4.50 ,,$4.75 ,,2,3,Neither agree or disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,I believe that it is better to provide the true earnings per share and the company should make it clear to investors. This is the most ethical and honest way to do it. This will enhance transparency and also reduce risks.  ,"For me a reporting policy needs to be accurate, honest, and transparent to be ethical.  All the financial statements should not be manipulated or overstated. ","If you will be honest and adopt the new policy, will you tell investors and how?",In Favor (adopt new policy),,,,,,,,,,,,,,,,,,,,18,"Spanish, Hispanic, or Latino",,Female,,Business,Don't know yet,6,Agree strongly,Neither agree or disagree,Disagree strongly,Agree strongly,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Republican,,42,the traveler would necessarily end up in the same place in (1) and (2),Brown,90 minutes,Be an earthworm crushed in an industrial press,There is no way of knowing the correct door.,the unstoppable force moves through the immovable object without interacting with it,"one country presses the button and the others do not, that country wins the war",I dont know,11,5,5,6,3,29422,0,0,3
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,4,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, because in the long run it could help avoid trouble or bad reputation ","An ethical reporting policy would be truthful, with every effort made to explain that truth and how to interpret the information",no questions,Follow the consensus,22,White,,Female,,PNP,4.9,6,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Space station,11,7,5,8,4,29660,0,0,4
$4.50 ,,$4.75 ,,3,4,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Yes,Shows that the company is not lying and they can further explain their mishaps rather than being false and getting caught for it.,If anyone catches on that the old policy is biased then reporting it is generally the ethical solution because customers are being lied to.,No quesrions,In Favor (adopt new policy),,,,,,,,,,,,,,,,,,,,18,Asian,,Female,,Finance,4,6,Agree strongly,Neither agree or disagree,Agree,Agree strongly,Disagree,Disagree,Neither agree or disagree,Disagree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Satellite ,999,4,8,7,4,29371,0,0,4
$4.50 ,,$4.75 ,,3,4,Agree,Disagree strongly,Agree,Disagree strongly,Agree,Disagree strongly,Agree,Disagree strongly,Yes,"It is the actual number that you are reporting, and it takes out the ambiguity. ",I would say that the reporting of correct and accurate numbers are characteristics of an ethical reporting policy. ,No questions,In Favor (adopt new policy),,,,,,,,,,,,,,,,,,,,18,Black or African American,,Male,,Finance and Organizational and Strategic Management,Do not have one yet (1st semester freshman),7,Agree,Disagree,Agree,Agree strongly,Disagree,Disagree,Neither agree or disagree,Agree,Democrat,,42,the traveler would necessarily end up in the same place in (1) and (2),Black,90 minutes,Be an alien on the surface of a star going supernova,"""Does your door lead to freedom?""",the unstoppable force goes around the immovable object,no country presses the button and the status-quo remains,Meterorite,500,3,9.6,8,3,29553,0,0,3
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,4,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree strongly,Disagree,Yes,I would change to the new policy to guarantee that the earnings per share is the true earnings per share. It doesn't matter if investors are used to the under estimated EPS.,An ethical reporting policy would have to lie completely in truth and must report to best knowledge of the company. ,No questions,Follow the consensus,18,Asian,,Male,,Accounting,3.9,7,Neither agree or disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Agree,Republican,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,A comet. ,500,10,9,4,4,29376,0,0,4
$4.50 ,,$4.75 ,,2,4,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Neither agree or disagree,No,No because it’s based on biases and lying to get their way. ,honesty and truthful this goes a long way instead of lying to customers ,none,Against (retain current policy),,,,,,,,,,,,,,,,,,,,18,"Black or African American,Spanish, Hispanic, or Latino",,Male,,finance,3.3,3,Agree,Disagree,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Neither agree or disagree,Agree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Is the other guard lying?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,metal,11,10,6,10,3,29430,0,0,3
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,3,2,Agree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree strongly,Disagree strongly,Yes,"In the long term, we do not know if the investors are going to still anticiapte 50 cents higher. By reporting the true amount, there will be less trouble in the future.","I think reporting the true value is the most ethical policy, and they should change before the anticipating amounts get different.",no questions,In Favor (adopt new policy),19,Asian,,Female,,Business,3.9,8,Agree,Disagree strongly,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Agree,Republican,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the immovable object repels the unstoppable force,no country presses the button and the status-quo remains,rock? I am not sure,500,,80%,90%,4,29547,0,0,4
$4.50 ,,$4.75 ,,3,3,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,So that it shows the accurate number and is not untruthful,A reporting policy that does not over or underestimate the true value,No questions,In Favor (adopt new policy),,,,,,,,,,,,,,,,,,,,19,White,,Female,,Economics ,3.6,8,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,There is no way of knowing the correct door.,the unstoppable force moves through the immovable object without interacting with it,"one country presses the button and the others do not, that country wins the war",unsure,999,3,8,7,3,29797,0,0,3
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,3,3,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,I would recommend changing the policy as the new policy would be more accurate and include less bias. ,I would view a reporting policy that was based on truth and tried to mitigate bias as being the most ethical. I think it would be needed to take into account the opinions of other experts within the field. ,No questions,In Favor (adopt new policy),18,"White,Spanish, Hispanic, or Latino",,Female,,undecided,I do not know,2,Agree,Neither agree or disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neither agree or disagree,Democrat,,42,the traveler would not necessarily end up in the same place in (1) or (2),White,90 minutes,Be a man without air for one day,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,The sun,1,,8,10,4,29328,0,0,4
$4.50 ,,$4.75 ,,2,4,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,No,I don't recommend changing to the new policy. ,"It should be confidential and  must include protections against retaliation for those who report in good faith, fostering an environment where people feel safe coming forward.",No questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,19,Asian,,Female,,Business,none,6,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Democrat,,42,"the traveler would necessarily end up in the same place in (2), but not necessarily in (1)",Brown,90 minutes,Be a fish thrown in lava,"""Does your door lead to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Oumuamua,500,5,5,8,5,29509,0,0,5
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,4,3,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree strongly,No opinion,"The true earnings per share will be the same, and the market will realize that.","As long as the company is consistent in the way they report their EPS, it should be okay. Variations in the way they calculate it is problematic.",No questions,In Favor (adopt new policy),18,"White,Other",Middle Eastern,Male,,Finance,3.85,6,Agree,Agree strongly,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree strongly,Democrat,,10,the traveler would not necessarily end up in the same place in (1) or (2),White,60 minutes,Be an alien on the surface of a star going supernova,"""Will you let me through the correct door?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,asteroid,11,4,7,9,4,29518,0,0,4
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,5 (most ethical),3,Agree strongly,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Agree strongly,Yes,Be honest.,Its always ethical to be honest ,NA,Against (retain current policy),20,"Spanish, Hispanic, or Latino",,Male,,Fiannce,3.8,10,Agree strongly,Agree,Disagree,Agree strongly,Agree,Agree strongly,Agree,Neither agree or disagree,Independent,,100,"the traveler would necessarily end up in the same place in (1), but not necessarily in (2)",Brown,120 minutes,Be an earthworm crushed in an industrial press,"""Is the other guard lying?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Shooting star,999,1,8,8,1,29648,0,0,1
$4.50 ,,$4.75 ,,4,2,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,No,The board should not change the policy because then investors will feel deceived.,The reporting policy is ethical if all parties involved understand what the true number is despite what was officially reported.,No questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,18,"White,Black or African American",,Female,,Marketing,4,7,Agree,Disagree,Agree,Agree strongly,Agree,Disagree,Agree,Agree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),White,90 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,I don't know,999,4,5,5,4,29414,0,0,4
$4.50 ,,$4.75 ,,4,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,The current policy seems fine.,Be truthful,no questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,19,Asian,,Female,,finance,4,5,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Disagree,Independent,,10,the traveler would not necessarily end up in the same place in (1) or (2),Brown,90 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,sun,500,,8,9,4,29395,0,0,4
$4.50 ,,$4.75 ,,2,5 (most ethical),Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Yes,"It might have some weird implications in the short run, but it will all even out in the long run",the only ethical concern is whether it is truthful or not,no questions,In Favor (adopt new policy),,,,,,,,,,,,,,,,,,,,20,White,,Male,,"OSM, Econ Strat",3.95,7,Disagree,Agree,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Agree strongly,Democrat,,42,"the traveler would necessarily end up in the same place in (2), but not necessarily in (1)",White,90 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the immovable object repels the unstoppable force,"one country presses the button and the others do not, that country wins the war",earth,500,7,5,10,7,28912,0,0,7
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,4,2,Agree,Agree strongly,Agree,Agree strongly,Agree,Agree strongly,Agree,Agree strongly,No,"If the stock market already estimates under-reporting by $0.50, then any informed changes or manipulations to this standard are purposely misleading.","Abiding to the market standard or not purpose deviating from it. Ideal would be to accurately report earnings, though.",What do you hope to accomplish by changing the reporting policy? Is the company struggling?,Against (retain current policy),21,White,,Female,,Finance,3.82,6,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Republican,,42,"the traveler would necessarily end up in the same place in (2), but not necessarily in (1)",White,60 minutes,Be an alien on the surface of a star going supernova,There is no way of knowing the correct door.,the unstoppable force goes around the immovable object,two or more countries press the button and nuclear annihilation occurs,Asteroid,11,4,7,7,5,29734,0,0,5
$4.50 ,,$4.75 ,,3,2,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,No,investors know to adjust down so they are not being misled. changing the policy could be damaging and more misleading,they can say to adjust in the policy so people have full information and its in writing,is there a way to write the bias into the policy so customers and formally be made aware?,Follow the consensus,,,,,,,,,,,,,,,,,,,,20,White,,Female,,OSM,3.9,3,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Disagree strongly,Disagree,Disagree,Democrat,,42,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,asteroids,11,5,7,8,5,29735,0,0,5
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,4,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Yes,I believe the new policy is more ethical and more honest ,"Unbiased, detailed",how would we implement such a policy and make sure that it is implemented in the best way possible?,In Favor (adopt new policy),20,Black or African American,,Female,,Business administration ,3.51,8,Agree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Other,,100,the traveler would necessarily end up in the same place in (1) and (2),Brown,90 minutes,Be an alien on the surface of a star going supernova,"""Is the other guard lying?""",the immovable object repels the unstoppable force,no country presses the button and the status-quo remains,NA,1,,5,6,1,29723,0,0,1
,,,,,,,,,,,,,,,,,,,$5.50 ,,$5.75 ,,2,5 (most ethical),Agree,Disagree strongly,Agree,Disagree strongly,Agree,Disagree strongly,Agree,Disagree strongly,Yes,"I think that it is best to change the policy to promote transparency, which will help ABC in other areas as well. Investors may not notice either, so no harm no foul either way.","The policy should be completely transparent, explaining why and how anything is reported.",No questions,In Favor (adopt new policy),20,White,,Female,,Organization and strategic management,3.45,7,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Disagree,Disagree,Agree,Democrat,,0,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,"""Is the other guard lying?""",the immovable object repels the unstoppable force,no country presses the button and the status-quo remains,North star,500,2,9,8,2,29205,0,0,2
$4.50 ,,$4.75 ,,3,2,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,No,I believe It isn't the best option.,certain information should not be displayed given a situation. ,no questions,Against (retain current policy),,,,,,,,,,,,,,,,,,,,21,White,,Male,,Psychological & Brain Sciences,3.5,3,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Democrat,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,90 minutes,Be an alien on the surface of a star going supernova,There is no way of knowing the correct door.,the immovable briefly teleports out of the way to let the unstoppable force through,no country presses the button and the status-quo remains,?,11,3,8,7,1,29643,0,0,1
$4.50 ,,$4.75 ,,1 (least ethical),5 (most ethical),Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,No,changing to the new policy but not letting investors know will lead to misunderstanding of the information and lead to bad results.,"From my perspective, a little bit more than actual value can be viewed as ethical because a firm needs to adapt to the market and make some changes to attract investors.",no,Against (retain current policy),,,,,,,,,,,,,,,,,,,,20,Asian,,Male,,Finance,3.7,7,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Independent,,100,the traveler would necessarily end up in the same place in (1) and (2),Impossible to tell,60 minutes,Be an alien on the surface of a star going supernova,"""Which door would the other guard say leads to freedom?""",the unstoppable force moves through the immovable object without interacting with it,no country presses the button and the status-quo remains,Oumuamua Overview,1,,7,7,4,29393,0,0,4
